id,orden_id,tipo_evento,fecha_evento,payload
202,843,ORDEN_CANCELADA,2025-04-28 17:49:54,"{""evento_id"": ""202"", ""tipo"": ""ORDEN_CANCELADA""}"
203,144,ORDEN_CONFIRMADA,2025-06-24 00:35:05,"{""evento_id"": ""203"", ""tipo"": ""ORDEN_CONFIRMADA""}"
204,280,ORDEN_ENTREGADA,2025-06-13 01:48:54,"{""evento_id"": ""204"", ""tipo"": ""ORDEN_ENTREGADA""}"
205,435,VALIDACION_FISCAL,2025-07-25 21:38:56,"{""evento_id"": ""205"", ""tipo"": ""VALIDACION_FISCAL""}"
206,345,ORDEN_ENTREGADA,2025-06-18 08:09:34,"{""evento_id"": ""206"", ""tipo"": ""ORDEN_ENTREGADA""}"
207,376,ORDEN_CREADA,2025-11-11 05:39:00,"{""evento_id"": ""207"", ""tipo"": ""ORDEN_CREADA""}"
208,490,ORDEN_CONFIRMADA,2025-03-05 02:56:42,"{""evento_id"": ""208"", ""tipo"": ""ORDEN_CONFIRMADA""}"
209,776,ORDEN_CREADA,2025-12-24 22:33:26,"{""evento_id"": ""209"", ""tipo"": ""ORDEN_CREADA""}"
210,374,SLOT_RESERVADO,2025-10-15 15:52:25,"{""evento_id"": ""210"", ""tipo"": ""SLOT_RESERVADO""}"
211,685,ORDEN_ENTREGADA,2025-11-20 18:52:46,"{""evento_id"": ""211"", ""tipo"": ""ORDEN_ENTREGADA""}"
212,335,SLOT_RESERVADO,2025-08-26 11:56:33,"{""evento_id"": ""212"", ""tipo"": ""SLOT_RESERVADO""}"
213,879,VALIDACION_FISCAL,2025-06-02 04:59:37,"{""evento_id"": ""213"", ""tipo"": ""VALIDACION_FISCAL""}"
214,51,ORDEN_CANCELADA,2025-04-17 05:54:40,"{""evento_id"": ""214"", ""tipo"": ""ORDEN_CANCELADA""}"
215,558,ORDEN_CREADA,2025-04-01 01:08:11,"{""evento_id"": ""215"", ""tipo"": ""ORDEN_CREADA""}"
216,109,ORDEN_CREADA,2025-10-06 00:25:46,"{""evento_id"": ""216"", ""tipo"": ""ORDEN_CREADA""}"
217,191,ORDEN_CREADA,2025-08-01 04:05:36,"{""evento_id"": ""217"", ""tipo"": ""ORDEN_CREADA""}"
218,910,ORDEN_ENTREGADA,2025-07-03 04:30:52,"{""evento_id"": ""218"", ""tipo"": ""ORDEN_ENTREGADA""}"
219,624,SLOT_RESERVADO,2025-11-27 15:10:36,"{""evento_id"": ""219"", ""tipo"": ""SLOT_RESERVADO""}"
220,573,VALIDACION_FISCAL,2025-05-20 03:38:52,"{""evento_id"": ""220"", ""tipo"": ""VALIDACION_FISCAL""}"
221,553,SLOT_RESERVADO,2025-09-10 11:07:33,"{""evento_id"": ""221"", ""tipo"": ""SLOT_RESERVADO""}"
222,620,ORDEN_CONFIRMADA,2025-11-13 10:50:44,"{""evento_id"": ""222"", ""tipo"": ""ORDEN_CONFIRMADA""}"
223,33,ORDEN_CONFIRMADA,2025-04-21 21:49:09,"{""evento_id"": ""223"", ""tipo"": ""ORDEN_CONFIRMADA""}"
224,906,ORDEN_CANCELADA,2025-05-28 08:09:56,"{""evento_id"": ""224"", ""tipo"": ""ORDEN_CANCELADA""}"
225,779,ORDEN_CONFIRMADA,2025-05-25 09:11:46,"{""evento_id"": ""225"", ""tipo"": ""ORDEN_CONFIRMADA""}"
226,890,ORDEN_ENTREGADA,2025-04-10 18:18:13,"{""evento_id"": ""226"", ""tipo"": ""ORDEN_ENTREGADA""}"
227,387,ORDEN_CREADA,2025-03-05 03:07:33,"{""evento_id"": ""227"", ""tipo"": ""ORDEN_CREADA""}"
228,968,ORDEN_CONFIRMADA,2025-11-17 19:59:11,"{""evento_id"": ""228"", ""tipo"": ""ORDEN_CONFIRMADA""}"
229,251,ORDEN_CREADA,2025-03-08 05:04:09,"{""evento_id"": ""229"", ""tipo"": ""ORDEN_CREADA""}"
230,302,ORDEN_CREADA,2025-08-16 05:07:32,"{""evento_id"": ""230"", ""tipo"": ""ORDEN_CREADA""}"
231,372,VALIDACION_FISCAL,2025-08-26 05:37:04,"{""evento_id"": ""231"", ""tipo"": ""VALIDACION_FISCAL""}"
232,60,VALIDACION_FISCAL,2025-03-16 01:23:18,"{""evento_id"": ""232"", ""tipo"": ""VALIDACION_FISCAL""}"
233,784,ORDEN_CREADA,2025-03-13 10:25:44,"{""evento_id"": ""233"", ""tipo"": ""ORDEN_CREADA""}"
234,808,VALIDACION_FISCAL,2025-08-15 16:51:40,"{""evento_id"": ""234"", ""tipo"": ""VALIDACION_FISCAL""}"
235,948,ORDEN_CREADA,2025-08-28 16:30:39,"{""evento_id"": ""235"", ""tipo"": ""ORDEN_CREADA""}"
236,12,ORDEN_CREADA,2025-02-14 17:39:56,"{""evento_id"": ""236"", ""tipo"": ""ORDEN_CREADA""}"
237,914,ORDEN_CREADA,2025-08-11 21:27:00,"{""evento_id"": ""237"", ""tipo"": ""ORDEN_CREADA""}"
238,472,ORDEN_CONFIRMADA,2025-11-19 18:57:47,"{""evento_id"": ""238"", ""tipo"": ""ORDEN_CONFIRMADA""}"
239,172,ORDEN_CONFIRMADA,2025-07-09 16:01:08,"{""evento_id"": ""239"", ""tipo"": ""ORDEN_CONFIRMADA""}"
240,773,ORDEN_CREADA,2025-02-24 08:11:20,"{""evento_id"": ""240"", ""tipo"": ""ORDEN_CREADA""}"
241,222,SLOT_RESERVADO,2025-11-18 01:02:23,"{""evento_id"": ""241"", ""tipo"": ""SLOT_RESERVADO""}"
242,358,ORDEN_CANCELADA,2025-11-26 20:46:53,"{""evento_id"": ""242"", ""tipo"": ""ORDEN_CANCELADA""}"
243,343,VALIDACION_FISCAL,2025-11-28 08:49:27,"{""evento_id"": ""243"", ""tipo"": ""VALIDACION_FISCAL""}"
244,446,ORDEN_CONFIRMADA,2025-04-13 19:40:12,"{""evento_id"": ""244"", ""tipo"": ""ORDEN_CONFIRMADA""}"
245,346,SLOT_RESERVADO,2025-03-01 17:50:22,"{""evento_id"": ""245"", ""tipo"": ""SLOT_RESERVADO""}"
246,401,ORDEN_CONFIRMADA,2025-08-11 16:39:13,"{""evento_id"": ""246"", ""tipo"": ""ORDEN_CONFIRMADA""}"
247,163,VALIDACION_FISCAL,2025-01-10 20:12:22,"{""evento_id"": ""247"", ""tipo"": ""VALIDACION_FISCAL""}"
248,820,SLOT_RESERVADO,2025-08-02 05:51:19,"{""evento_id"": ""248"", ""tipo"": ""SLOT_RESERVADO""}"
249,325,SLOT_RESERVADO,2025-07-09 19:14:35,"{""evento_id"": ""249"", ""tipo"": ""SLOT_RESERVADO""}"
250,183,ORDEN_CONFIRMADA,2025-11-13 05:04:42,"{""evento_id"": ""250"", ""tipo"": ""ORDEN_CONFIRMADA""}"
251,276,SLOT_RESERVADO,2025-11-12 12:41:08,"{""evento_id"": ""251"", ""tipo"": ""SLOT_RESERVADO""}"
252,510,ORDEN_ENTREGADA,2025-10-05 22:53:37,"{""evento_id"": ""252"", ""tipo"": ""ORDEN_ENTREGADA""}"
253,894,ORDEN_CREADA,2025-12-17 13:17:17,"{""evento_id"": ""253"", ""tipo"": ""ORDEN_CREADA""}"
254,427,SLOT_RESERVADO,2025-12-15 17:57:13,"{""evento_id"": ""254"", ""tipo"": ""SLOT_RESERVADO""}"
255,656,SLOT_RESERVADO,2025-04-11 02:04:59,"{""evento_id"": ""255"", ""tipo"": ""SLOT_RESERVADO""}"
256,790,ORDEN_CANCELADA,2025-04-16 11:19:13,"{""evento_id"": ""256"", ""tipo"": ""ORDEN_CANCELADA""}"
257,622,SLOT_RESERVADO,2025-06-25 13:30:47,"{""evento_id"": ""257"", ""tipo"": ""SLOT_RESERVADO""}"
258,459,ORDEN_ENTREGADA,2025-09-09 02:18:31,"{""evento_id"": ""258"", ""tipo"": ""ORDEN_ENTREGADA""}"
259,442,ORDEN_CONFIRMADA,2025-06-10 03:24:28,"{""evento_id"": ""259"", ""tipo"": ""ORDEN_CONFIRMADA""}"
260,369,VALIDACION_FISCAL,2025-12-16 16:22:51,"{""evento_id"": ""260"", ""tipo"": ""VALIDACION_FISCAL""}"
261,890,ORDEN_CONFIRMADA,2025-04-10 00:17:32,"{""evento_id"": ""261"", ""tipo"": ""ORDEN_CONFIRMADA""}"
262,385,ORDEN_CONFIRMADA,2025-04-06 00:53:53,"{""evento_id"": ""262"", ""tipo"": ""ORDEN_CONFIRMADA""}"
263,972,ORDEN_CREADA,2025-11-02 06:05:14,"{""evento_id"": ""263"", ""tipo"": ""ORDEN_CREADA""}"
264,393,ORDEN_CANCELADA,2025-07-10 14:34:30,"{""evento_id"": ""264"", ""tipo"": ""ORDEN_CANCELADA""}"
265,263,ORDEN_ENTREGADA,2025-06-10 10:26:19,"{""evento_id"": ""265"", ""tipo"": ""ORDEN_ENTREGADA""}"
266,30,VALIDACION_FISCAL,2025-07-27 18:19:37,"{""evento_id"": ""266"", ""tipo"": ""VALIDACION_FISCAL""}"
267,665,SLOT_RESERVADO,2025-04-26 01:57:58,"{""evento_id"": ""267"", ""tipo"": ""SLOT_RESERVADO""}"
268,325,ORDEN_CANCELADA,2025-05-18 02:06:58,"{""evento_id"": ""268"", ""tipo"": ""ORDEN_CANCELADA""}"
269,383,ORDEN_CREADA,2025-01-07 20:41:34,"{""evento_id"": ""269"", ""tipo"": ""ORDEN_CREADA""}"
270,583,ORDEN_CREADA,2025-10-19 13:10:50,"{""evento_id"": ""270"", ""tipo"": ""ORDEN_CREADA""}"
271,311,ORDEN_ENTREGADA,2025-08-24 19:52:19,"{""evento_id"": ""271"", ""tipo"": ""ORDEN_ENTREGADA""}"
272,360,ORDEN_ENTREGADA,2025-02-13 03:13:48,"{""evento_id"": ""272"", ""tipo"": ""ORDEN_ENTREGADA""}"
273,387,VALIDACION_FISCAL,2025-12-12 11:29:39,"{""evento_id"": ""273"", ""tipo"": ""VALIDACION_FISCAL""}"
274,630,SLOT_RESERVADO,2025-07-23 12:30:46,"{""evento_id"": ""274"", ""tipo"": ""SLOT_RESERVADO""}"
275,965,ORDEN_CANCELADA,2025-03-04 20:40:02,"{""evento_id"": ""275"", ""tipo"": ""ORDEN_CANCELADA""}"
276,45,ORDEN_CONFIRMADA,2025-10-24 17:03:06,"{""evento_id"": ""276"", ""tipo"": ""ORDEN_CONFIRMADA""}"
277,701,ORDEN_ENTREGADA,2025-02-24 22:00:30,"{""evento_id"": ""277"", ""tipo"": ""ORDEN_ENTREGADA""}"
278,883,ORDEN_ENTREGADA,2025-05-14 05:39:28,"{""evento_id"": ""278"", ""tipo"": ""ORDEN_ENTREGADA""}"
279,694,SLOT_RESERVADO,2025-06-08 06:57:36,"{""evento_id"": ""279"", ""tipo"": ""SLOT_RESERVADO""}"
280,574,SLOT_RESERVADO,2025-03-19 14:22:39,"{""evento_id"": ""280"", ""tipo"": ""SLOT_RESERVADO""}"
281,253,VALIDACION_FISCAL,2025-11-11 10:55:37,"{""evento_id"": ""281"", ""tipo"": ""VALIDACION_FISCAL""}"
282,64,ORDEN_CANCELADA,2025-01-08 03:33:15,"{""evento_id"": ""282"", ""tipo"": ""ORDEN_CANCELADA""}"
283,669,SLOT_RESERVADO,2025-03-08 06:44:17,"{""evento_id"": ""283"", ""tipo"": ""SLOT_RESERVADO""}"
284,540,VALIDACION_FISCAL,2025-06-23 23:17:37,"{""evento_id"": ""284"", ""tipo"": ""VALIDACION_FISCAL""}"
285,485,VALIDACION_FISCAL,2025-11-19 10:41:44,"{""evento_id"": ""285"", ""tipo"": ""VALIDACION_FISCAL""}"
286,191,SLOT_RESERVADO,2025-09-08 23:46:26,"{""evento_id"": ""286"", ""tipo"": ""SLOT_RESERVADO""}"
287,336,VALIDACION_FISCAL,2025-11-17 13:55:03,"{""evento_id"": ""287"", ""tipo"": ""VALIDACION_FISCAL""}"
288,762,ORDEN_CONFIRMADA,2025-11-26 05:09:39,"{""evento_id"": ""288"", ""tipo"": ""ORDEN_CONFIRMADA""}"
289,915,ORDEN_ENTREGADA,2025-10-20 15:03:16,"{""evento_id"": ""289"", ""tipo"": ""ORDEN_ENTREGADA""}"
290,820,ORDEN_ENTREGADA,2025-06-13 16:30:45,"{""evento_id"": ""290"", ""tipo"": ""ORDEN_ENTREGADA""}"
291,225,ORDEN_CONFIRMADA,2025-07-08 21:31:56,"{""evento_id"": ""291"", ""tipo"": ""ORDEN_CONFIRMADA""}"
292,611,ORDEN_CONFIRMADA,2025-04-22 21:43:56,"{""evento_id"": ""292"", ""tipo"": ""ORDEN_CONFIRMADA""}"
293,39,VALIDACION_FISCAL,2025-07-19 03:16:58,"{""evento_id"": ""293"", ""tipo"": ""VALIDACION_FISCAL""}"
294,455,ORDEN_ENTREGADA,2025-02-14 15:48:37,"{""evento_id"": ""294"", ""tipo"": ""ORDEN_ENTREGADA""}"
295,324,ORDEN_CANCELADA,2025-12-22 02:11:53,"{""evento_id"": ""295"", ""tipo"": ""ORDEN_CANCELADA""}"
296,478,SLOT_RESERVADO,2025-10-21 23:05:20,"{""evento_id"": ""296"", ""tipo"": ""SLOT_RESERVADO""}"
297,575,ORDEN_CONFIRMADA,2025-08-06 08:35:33,"{""evento_id"": ""297"", ""tipo"": ""ORDEN_CONFIRMADA""}"
298,148,ORDEN_CONFIRMADA,2025-02-04 14:11:05,"{""evento_id"": ""298"", ""tipo"": ""ORDEN_CONFIRMADA""}"
299,140,VALIDACION_FISCAL,2025-05-28 12:56:16,"{""evento_id"": ""299"", ""tipo"": ""VALIDACION_FISCAL""}"
300,238,ORDEN_ENTREGADA,2025-04-15 15:38:55,"{""evento_id"": ""300"", ""tipo"": ""ORDEN_ENTREGADA""}"
301,810,ORDEN_CANCELADA,2025-08-09 11:38:09,"{""evento_id"": ""301"", ""tipo"": ""ORDEN_CANCELADA""}"
302,698,ORDEN_CANCELADA,2025-01-09 08:21:22,"{""evento_id"": ""302"", ""tipo"": ""ORDEN_CANCELADA""}"
303,265,ORDEN_CANCELADA,2025-05-21 22:39:31,"{""evento_id"": ""303"", ""tipo"": ""ORDEN_CANCELADA""}"
304,706,VALIDACION_FISCAL,2025-03-10 19:24:40,"{""evento_id"": ""304"", ""tipo"": ""VALIDACION_FISCAL""}"
305,158,SLOT_RESERVADO,2025-09-09 01:22:50,"{""evento_id"": ""305"", ""tipo"": ""SLOT_RESERVADO""}"
306,93,ORDEN_CANCELADA,2025-08-17 05:46:30,"{""evento_id"": ""306"", ""tipo"": ""ORDEN_CANCELADA""}"
307,237,SLOT_RESERVADO,2025-10-05 08:21:27,"{""evento_id"": ""307"", ""tipo"": ""SLOT_RESERVADO""}"
308,541,SLOT_RESERVADO,2025-10-20 21:08:34,"{""evento_id"": ""308"", ""tipo"": ""SLOT_RESERVADO""}"
309,943,ORDEN_CANCELADA,2025-10-15 01:32:43,"{""evento_id"": ""309"", ""tipo"": ""ORDEN_CANCELADA""}"
310,289,ORDEN_ENTREGADA,2025-09-06 02:31:32,"{""evento_id"": ""310"", ""tipo"": ""ORDEN_ENTREGADA""}"
311,115,ORDEN_ENTREGADA,2025-10-08 11:19:33,"{""evento_id"": ""311"", ""tipo"": ""ORDEN_ENTREGADA""}"
312,662,ORDEN_CONFIRMADA,2025-02-28 18:35:12,"{""evento_id"": ""312"", ""tipo"": ""ORDEN_CONFIRMADA""}"
313,11,ORDEN_CANCELADA,2025-01-17 01:25:21,"{""evento_id"": ""313"", ""tipo"": ""ORDEN_CANCELADA""}"
314,678,ORDEN_CREADA,2025-03-01 04:14:54,"{""evento_id"": ""314"", ""tipo"": ""ORDEN_CREADA""}"
315,392,VALIDACION_FISCAL,2025-06-15 20:46:41,"{""evento_id"": ""315"", ""tipo"": ""VALIDACION_FISCAL""}"
316,940,ORDEN_ENTREGADA,2025-12-15 06:20:26,"{""evento_id"": ""316"", ""tipo"": ""ORDEN_ENTREGADA""}"
317,741,ORDEN_CANCELADA,2025-03-01 05:16:24,"{""evento_id"": ""317"", ""tipo"": ""ORDEN_CANCELADA""}"
318,941,ORDEN_ENTREGADA,2025-10-17 11:07:41,"{""evento_id"": ""318"", ""tipo"": ""ORDEN_ENTREGADA""}"
319,705,ORDEN_CANCELADA,2025-02-04 01:10:44,"{""evento_id"": ""319"", ""tipo"": ""ORDEN_CANCELADA""}"
320,93,VALIDACION_FISCAL,2025-05-29 06:40:22,"{""evento_id"": ""320"", ""tipo"": ""VALIDACION_FISCAL""}"
321,100,ORDEN_CANCELADA,2025-05-23 17:12:54,"{""evento_id"": ""321"", ""tipo"": ""ORDEN_CANCELADA""}"
322,77,ORDEN_CANCELADA,2025-01-02 13:12:07,"{""evento_id"": ""322"", ""tipo"": ""ORDEN_CANCELADA""}"
323,976,ORDEN_CONFIRMADA,2025-11-04 20:19:22,"{""evento_id"": ""323"", ""tipo"": ""ORDEN_CONFIRMADA""}"
324,345,VALIDACION_FISCAL,2025-12-24 23:56:06,"{""evento_id"": ""324"", ""tipo"": ""VALIDACION_FISCAL""}"
325,948,ORDEN_CONFIRMADA,2025-07-22 11:35:04,"{""evento_id"": ""325"", ""tipo"": ""ORDEN_CONFIRMADA""}"
326,941,VALIDACION_FISCAL,2025-05-07 11:32:30,"{""evento_id"": ""326"", ""tipo"": ""VALIDACION_FISCAL""}"
327,259,VALIDACION_FISCAL,2025-03-14 11:49:47,"{""evento_id"": ""327"", ""tipo"": ""VALIDACION_FISCAL""}"
328,256,VALIDACION_FISCAL,2025-06-05 13:09:15,"{""evento_id"": ""328"", ""tipo"": ""VALIDACION_FISCAL""}"
329,953,ORDEN_CREADA,2025-12-21 12:20:57,"{""evento_id"": ""329"", ""tipo"": ""ORDEN_CREADA""}"
330,983,VALIDACION_FISCAL,2025-11-20 13:33:49,"{""evento_id"": ""330"", ""tipo"": ""VALIDACION_FISCAL""}"
331,754,SLOT_RESERVADO,2025-08-18 13:37:19,"{""evento_id"": ""331"", ""tipo"": ""SLOT_RESERVADO""}"
332,828,ORDEN_ENTREGADA,2025-03-21 02:36:43,"{""evento_id"": ""332"", ""tipo"": ""ORDEN_ENTREGADA""}"
333,845,ORDEN_CONFIRMADA,2025-01-02 15:27:30,"{""evento_id"": ""333"", ""tipo"": ""ORDEN_CONFIRMADA""}"
334,683,SLOT_RESERVADO,2025-12-20 22:38:42,"{""evento_id"": ""334"", ""tipo"": ""SLOT_RESERVADO""}"
335,2,SLOT_RESERVADO,2025-01-19 19:06:47,"{""evento_id"": ""335"", ""tipo"": ""SLOT_RESERVADO""}"
336,974,ORDEN_ENTREGADA,2025-05-08 15:38:43,"{""evento_id"": ""336"", ""tipo"": ""ORDEN_ENTREGADA""}"
337,793,ORDEN_CREADA,2025-12-06 16:21:54,"{""evento_id"": ""337"", ""tipo"": ""ORDEN_CREADA""}"
338,314,ORDEN_CREADA,2025-02-14 15:05:03,"{""evento_id"": ""338"", ""tipo"": ""ORDEN_CREADA""}"
339,495,SLOT_RESERVADO,2025-05-05 05:06:20,"{""evento_id"": ""339"", ""tipo"": ""SLOT_RESERVADO""}"
340,246,VALIDACION_FISCAL,2025-01-19 01:26:27,"{""evento_id"": ""340"", ""tipo"": ""VALIDACION_FISCAL""}"
341,588,ORDEN_CONFIRMADA,2025-01-26 13:27:55,"{""evento_id"": ""341"", ""tipo"": ""ORDEN_CONFIRMADA""}"
342,866,ORDEN_CANCELADA,2025-03-15 01:19:11,"{""evento_id"": ""342"", ""tipo"": ""ORDEN_CANCELADA""}"
343,145,ORDEN_CANCELADA,2025-12-08 17:44:44,"{""evento_id"": ""343"", ""tipo"": ""ORDEN_CANCELADA""}"
344,378,ORDEN_ENTREGADA,2025-09-06 13:30:00,"{""evento_id"": ""344"", ""tipo"": ""ORDEN_ENTREGADA""}"
345,621,ORDEN_CONFIRMADA,2025-07-04 19:01:27,"{""evento_id"": ""345"", ""tipo"": ""ORDEN_CONFIRMADA""}"
346,193,ORDEN_CONFIRMADA,2025-09-09 07:35:41,"{""evento_id"": ""346"", ""tipo"": ""ORDEN_CONFIRMADA""}"
347,764,ORDEN_ENTREGADA,2025-03-15 17:51:57,"{""evento_id"": ""347"", ""tipo"": ""ORDEN_ENTREGADA""}"
348,889,ORDEN_ENTREGADA,2025-01-18 12:05:56,"{""evento_id"": ""348"", ""tipo"": ""ORDEN_ENTREGADA""}"
349,120,ORDEN_CREADA,2025-02-13 21:15:36,"{""evento_id"": ""349"", ""tipo"": ""ORDEN_CREADA""}"
350,54,ORDEN_ENTREGADA,2025-07-19 18:13:11,"{""evento_id"": ""350"", ""tipo"": ""ORDEN_ENTREGADA""}"
351,327,ORDEN_CONFIRMADA,2025-09-06 05:57:20,"{""evento_id"": ""351"", ""tipo"": ""ORDEN_CONFIRMADA""}"
352,998,ORDEN_ENTREGADA,2025-10-28 01:17:16,"{""evento_id"": ""352"", ""tipo"": ""ORDEN_ENTREGADA""}"
353,907,ORDEN_CONFIRMADA,2025-01-14 04:29:18,"{""evento_id"": ""353"", ""tipo"": ""ORDEN_CONFIRMADA""}"
354,971,ORDEN_CANCELADA,2025-11-26 09:11:01,"{""evento_id"": ""354"", ""tipo"": ""ORDEN_CANCELADA""}"
355,461,ORDEN_CREADA,2025-06-03 16:45:55,"{""evento_id"": ""355"", ""tipo"": ""ORDEN_CREADA""}"
356,169,ORDEN_CONFIRMADA,2025-07-29 20:29:04,"{""evento_id"": ""356"", ""tipo"": ""ORDEN_CONFIRMADA""}"
357,525,ORDEN_CREADA,2025-07-09 10:40:02,"{""evento_id"": ""357"", ""tipo"": ""ORDEN_CREADA""}"
358,196,ORDEN_ENTREGADA,2025-05-26 19:28:40,"{""evento_id"": ""358"", ""tipo"": ""ORDEN_ENTREGADA""}"
359,367,ORDEN_CANCELADA,2025-09-03 05:22:31,"{""evento_id"": ""359"", ""tipo"": ""ORDEN_CANCELADA""}"
360,114,ORDEN_CREADA,2025-10-27 01:30:17,"{""evento_id"": ""360"", ""tipo"": ""ORDEN_CREADA""}"
361,618,ORDEN_CREADA,2025-03-07 14:27:54,"{""evento_id"": ""361"", ""tipo"": ""ORDEN_CREADA""}"
362,82,ORDEN_ENTREGADA,2025-06-13 10:29:53,"{""evento_id"": ""362"", ""tipo"": ""ORDEN_ENTREGADA""}"
363,339,ORDEN_CONFIRMADA,2025-06-03 01:48:52,"{""evento_id"": ""363"", ""tipo"": ""ORDEN_CONFIRMADA""}"
364,41,ORDEN_ENTREGADA,2025-03-12 01:33:04,"{""evento_id"": ""364"", ""tipo"": ""ORDEN_ENTREGADA""}"
365,919,ORDEN_CREADA,2025-02-17 13:06:26,"{""evento_id"": ""365"", ""tipo"": ""ORDEN_CREADA""}"
366,262,ORDEN_CREADA,2025-03-21 22:54:52,"{""evento_id"": ""366"", ""tipo"": ""ORDEN_CREADA""}"
367,72,VALIDACION_FISCAL,2025-09-17 13:14:44,"{""evento_id"": ""367"", ""tipo"": ""VALIDACION_FISCAL""}"
368,485,SLOT_RESERVADO,2025-07-23 01:37:58,"{""evento_id"": ""368"", ""tipo"": ""SLOT_RESERVADO""}"
369,556,ORDEN_CREADA,2025-04-09 05:44:07,"{""evento_id"": ""369"", ""tipo"": ""ORDEN_CREADA""}"
370,634,ORDEN_CREADA,2025-03-07 20:55:49,"{""evento_id"": ""370"", ""tipo"": ""ORDEN_CREADA""}"
371,904,ORDEN_CANCELADA,2025-11-19 02:10:14,"{""evento_id"": ""371"", ""tipo"": ""ORDEN_CANCELADA""}"
372,95,ORDEN_CREADA,2025-08-02 09:42:34,"{""evento_id"": ""372"", ""tipo"": ""ORDEN_CREADA""}"
373,296,ORDEN_ENTREGADA,2025-04-03 15:07:18,"{""evento_id"": ""373"", ""tipo"": ""ORDEN_ENTREGADA""}"
374,867,ORDEN_CONFIRMADA,2025-10-25 06:12:54,"{""evento_id"": ""374"", ""tipo"": ""ORDEN_CONFIRMADA""}"
375,447,VALIDACION_FISCAL,2025-02-25 08:21:29,"{""evento_id"": ""375"", ""tipo"": ""VALIDACION_FISCAL""}"
376,782,ORDEN_CONFIRMADA,2025-08-09 02:08:04,"{""evento_id"": ""376"", ""tipo"": ""ORDEN_CONFIRMADA""}"
377,36,VALIDACION_FISCAL,2025-05-25 00:58:15,"{""evento_id"": ""377"", ""tipo"": ""VALIDACION_FISCAL""}"
378,370,ORDEN_ENTREGADA,2025-07-04 06:04:58,"{""evento_id"": ""378"", ""tipo"": ""ORDEN_ENTREGADA""}"
379,823,VALIDACION_FISCAL,2025-02-20 15:18:19,"{""evento_id"": ""379"", ""tipo"": ""VALIDACION_FISCAL""}"
380,718,ORDEN_CANCELADA,2025-01-15 10:45:27,"{""evento_id"": ""380"", ""tipo"": ""ORDEN_CANCELADA""}"
381,70,ORDEN_CANCELADA,2025-05-28 13:44:31,"{""evento_id"": ""381"", ""tipo"": ""ORDEN_CANCELADA""}"
382,896,ORDEN_CONFIRMADA,2025-05-18 09:05:01,"{""evento_id"": ""382"", ""tipo"": ""ORDEN_CONFIRMADA""}"
383,401,ORDEN_CANCELADA,2025-09-19 08:29:14,"{""evento_id"": ""383"", ""tipo"": ""ORDEN_CANCELADA""}"
384,792,ORDEN_CONFIRMADA,2025-03-19 15:26:58,"{""evento_id"": ""384"", ""tipo"": ""ORDEN_CONFIRMADA""}"
385,880,SLOT_RESERVADO,2025-03-27 17:36:05,"{""evento_id"": ""385"", ""tipo"": ""SLOT_RESERVADO""}"
386,889,ORDEN_CONFIRMADA,2025-11-23 14:49:51,"{""evento_id"": ""386"", ""tipo"": ""ORDEN_CONFIRMADA""}"
387,403,VALIDACION_FISCAL,2025-02-25 16:15:42,"{""evento_id"": ""387"", ""tipo"": ""VALIDACION_FISCAL""}"
388,418,VALIDACION_FISCAL,2025-10-19 03:57:59,"{""evento_id"": ""388"", ""tipo"": ""VALIDACION_FISCAL""}"
389,762,SLOT_RESERVADO,2025-02-11 07:40:47,"{""evento_id"": ""389"", ""tipo"": ""SLOT_RESERVADO""}"
390,228,SLOT_RESERVADO,2025-09-01 13:43:18,"{""evento_id"": ""390"", ""tipo"": ""SLOT_RESERVADO""}"
391,391,ORDEN_ENTREGADA,2025-02-11 23:08:30,"{""evento_id"": ""391"", ""tipo"": ""ORDEN_ENTREGADA""}"
392,967,ORDEN_CONFIRMADA,2025-10-05 01:23:30,"{""evento_id"": ""392"", ""tipo"": ""ORDEN_CONFIRMADA""}"
393,755,SLOT_RESERVADO,2025-03-20 01:08:46,"{""evento_id"": ""393"", ""tipo"": ""SLOT_RESERVADO""}"
394,354,ORDEN_CREADA,2025-10-26 01:58:38,"{""evento_id"": ""394"", ""tipo"": ""ORDEN_CREADA""}"
395,133,ORDEN_ENTREGADA,2025-10-02 00:02:04,"{""evento_id"": ""395"", ""tipo"": ""ORDEN_ENTREGADA""}"
396,77,ORDEN_ENTREGADA,2025-05-09 21:48:53,"{""evento_id"": ""396"", ""tipo"": ""ORDEN_ENTREGADA""}"
397,154,ORDEN_ENTREGADA,2025-06-25 04:08:39,"{""evento_id"": ""397"", ""tipo"": ""ORDEN_ENTREGADA""}"
398,340,ORDEN_CONFIRMADA,2025-01-18 16:32:57,"{""evento_id"": ""398"", ""tipo"": ""ORDEN_CONFIRMADA""}"
399,330,ORDEN_CONFIRMADA,2025-04-01 12:13:25,"{""evento_id"": ""399"", ""tipo"": ""ORDEN_CONFIRMADA""}"
400,200,ORDEN_CANCELADA,2025-12-03 19:48:32,"{""evento_id"": ""400"", ""tipo"": ""ORDEN_CANCELADA""}"
401,497,SLOT_RESERVADO,2025-05-26 23:53:37,"{""evento_id"": ""401"", ""tipo"": ""SLOT_RESERVADO""}"
402,731,ORDEN_CANCELADA,2025-05-25 14:36:41,"{""evento_id"": ""402"", ""tipo"": ""ORDEN_CANCELADA""}"
403,539,ORDEN_CREADA,2025-06-30 08:51:01,"{""evento_id"": ""403"", ""tipo"": ""ORDEN_CREADA""}"
