id,numero_orden,proveedor_id,fecha_orden,estado,cedi_id,franja_id,total,fecha_entrega,fecha_confirmacion,idempotency_key
199,OC-000000000199,4,2024-06-09 10:17:47,ENTREGADA,7,309,1831731.39,2024-06-19,2024-06-10 04:17:47,IDEMP-000000000199
200,OC-000000000200,29,2024-11-12 18:38:07,ENTREGADA,5,818,1534229.39,2024-11-18,2024-11-13 10:38:07,IDEMP-000000000200
201,OC-000000000201,1,2024-03-12 22:58:37,ENTREGADA,1,365,4138529.01,2024-03-18,2024-03-13 00:58:37,IDEMP-000000000201
202,OC-000000000202,3,2025-09-24 10:29:10,ENTREGADA,7,11,4946202.91,2025-10-04,2025-09-25 01:29:10,IDEMP-000000000202
203,OC-000000000203,1,2025-06-12 10:57:08,ENTREGADA,4,791,3374700.24,2025-06-19,2025-06-13 03:57:08,IDEMP-000000000203
204,OC-000000000204,1,2025-02-11 10:11:05,CONFIRMADA,1,752,108061.11,2025-02-20,,IDEMP-000000000204
205,OC-000000000205,90,2024-10-31 02:33:52,ENTREGADA,1,155,829996.61,2024-11-10,2024-10-31 22:33:52,IDEMP-000000000205
206,OC-000000000206,7,2025-02-16 10:48:23,CONFIRMADA,1,11,4742781.01,2025-02-22,,IDEMP-000000000206
207,OC-000000000207,1,2024-09-21 08:13:42,ENTREGADA,4,90,555830.78,2024-09-28,2024-09-21 14:13:42,IDEMP-000000000207
208,OC-000000000208,1,2025-08-17 10:08:33,ENTREGADA,5,676,3175467.13,2025-08-18,2025-08-17 19:08:33,IDEMP-000000000208
209,OC-000000000209,15,2024-10-09 09:48:22,CONFIRMADA,5,799,2906136.39,2024-10-17,,IDEMP-000000000209
210,OC-000000000210,1,2024-04-10 09:20:03,CONFIRMADA,1,321,2599853.03,2024-04-18,,IDEMP-000000000210
211,OC-000000000211,3,2024-12-29 08:05:20,ENTREGADA,2,531,2485882.61,2025-01-08,2024-12-30 05:05:20,IDEMP-000000000211
212,OC-000000000212,4,2025-07-21 09:44:41,ENTREGADA,5,564,2205594.16,2025-07-31,2025-07-21 19:44:41,IDEMP-000000000212
213,OC-000000000213,13,2024-11-04 09:48:23,ENTREGADA,4,715,2745289.7,2024-11-14,2024-11-05 06:48:23,IDEMP-000000000213
214,OC-000000000214,18,2024-03-14 08:48:13,ENTREGADA,1,739,405070.49,2024-03-16,2024-03-14 14:48:13,IDEMP-000000000214
215,OC-000000000215,1,2025-04-06 09:27:29,CONFIRMADA,5,336,2953406.74,2025-04-11,,IDEMP-000000000215
216,OC-000000000216,3,2025-05-20 16:26:20,ENTREGADA,6,506,262386.47,2025-05-26,2025-05-20 18:26:20,IDEMP-000000000216
217,OC-000000000217,24,2025-11-08 08:39:30,ENTREGADA,6,477,4003797.35,2025-11-10,2025-11-08 19:39:30,IDEMP-000000000217
218,OC-000000000218,20,2025-08-03 10:59:51,CONFIRMADA,4,810,3787030.55,2025-08-06,,IDEMP-000000000218
219,OC-000000000219,15,2024-12-17 09:40:34,ENTREGADA,6,857,4547659.55,2024-12-21,2024-12-18 06:40:34,IDEMP-000000000219
220,OC-000000000220,28,2025-10-07 10:56:40,ENTREGADA,1,864,1164833.56,2025-10-17,2025-10-08 04:56:40,IDEMP-000000000220
221,OC-000000000221,1,2025-11-12 09:10:34,ENTREGADA,7,855,216212.13,2025-11-14,2025-11-12 18:10:34,IDEMP-000000000221
222,OC-000000000222,74,2024-11-27 09:26:40,ENTREGADA,7,516,1761333.85,2024-12-05,2024-11-27 15:26:40,IDEMP-000000000222
223,OC-000000000223,1,2025-11-06 08:33:31,ENTREGADA,8,439,1548338.58,2025-11-16,2025-11-07 06:33:31,IDEMP-000000000223
224,OC-000000000224,1,2025-01-17 09:22:30,ENTREGADA,3,678,2746304.83,2025-01-22,2025-01-17 10:22:30,IDEMP-000000000224
225,OC-000000000225,2,2024-02-06 05:43:19,ENTREGADA,2,99,3752179.92,2024-02-13,2024-02-07 01:43:19,IDEMP-000000000225
226,OC-000000000226,1,2024-08-06 09:33:21,ENTREGADA,2,112,4287194.58,2024-08-13,2024-08-06 21:33:21,IDEMP-000000000226
227,OC-000000000227,2,2025-01-21 09:56:02,ENTREGADA,1,23,2526707.36,2025-01-29,2025-01-22 05:56:02,IDEMP-000000000227
228,OC-000000000228,25,2025-12-31 09:11:40,ENTREGADA,8,173,840531.92,2026-01-06,2025-12-31 17:11:40,IDEMP-000000000228
229,OC-000000000229,2,2025-05-28 01:50:18,CONFIRMADA,2,405,3836471.4,2025-06-01,,IDEMP-000000000229
230,OC-000000000230,5,2025-03-30 16:50:08,ENTREGADA,6,100,2947802.15,2025-04-04,2025-03-31 11:50:08,IDEMP-000000000230
231,OC-000000000231,1,2024-01-07 08:31:35,PENDIENTE,1,953,4399594.68,2024-01-08,,IDEMP-000000000231
232,OC-000000000232,4,2024-06-21 10:10:55,CONFIRMADA,10,417,4565312.65,2024-06-30,,IDEMP-000000000232
233,OC-000000000233,3,2025-04-24 19:03:39,ENTREGADA,7,176,3009480.84,2025-04-26,2025-04-25 18:03:39,IDEMP-000000000233
234,OC-000000000234,1,2024-09-23 18:01:19,ENTREGADA,5,403,2927006.13,2024-09-27,2024-09-24 17:01:19,IDEMP-000000000234
235,OC-000000000235,6,2025-06-04 08:10:23,ENTREGADA,2,790,3820271.59,2025-06-14,2025-06-04 15:10:23,IDEMP-000000000235
236,OC-000000000236,45,2025-10-25 08:33:07,ENTREGADA,3,511,1476087.39,2025-11-02,2025-10-26 03:33:07,IDEMP-000000000236
237,OC-000000000237,9,2024-08-08 09:32:24,ENTREGADA,3,839,4142988.05,2024-08-11,2024-08-08 14:32:24,IDEMP-000000000237
238,OC-000000000238,1,2024-09-09 08:49:02,ENTREGADA,6,865,1398860.43,2024-09-18,2024-09-09 23:49:02,IDEMP-000000000238
239,OC-000000000239,3,2025-07-24 09:15:06,ENTREGADA,1,784,1124852.05,2025-07-31,2025-07-25 05:15:06,IDEMP-000000000239
240,OC-000000000240,4,2024-12-18 08:45:12,PENDIENTE,10,42,4996537.37,2024-12-21,,IDEMP-000000000240
241,OC-000000000241,1,2024-06-20 09:30:26,ENTREGADA,10,294,4279959.54,2024-06-26,2024-06-21 09:30:26,IDEMP-000000000241
242,OC-000000000242,1,2024-05-02 09:51:57,CONFIRMADA,7,884,4594414.77,2024-05-04,,IDEMP-000000000242
243,OC-000000000243,26,2025-01-30 09:17:01,PENDIENTE,8,958,1167094.32,2025-01-31,,IDEMP-000000000243
244,OC-000000000244,3,2024-05-20 18:23:45,ENTREGADA,7,226,3335899.23,2024-05-28,2024-05-21 05:23:45,IDEMP-000000000244
245,OC-000000000245,7,2025-02-19 08:34:35,CONFIRMADA,6,156,4599545.24,2025-02-26,,IDEMP-000000000245
246,OC-000000000246,1,2024-06-01 09:06:10,CONFIRMADA,10,914,1580429.18,2024-06-07,,IDEMP-000000000246
247,OC-000000000247,42,2025-09-08 16:38:53,ENTREGADA,2,376,872140.76,2025-09-14,2025-09-09 08:38:53,IDEMP-000000000247
248,OC-000000000248,13,2024-10-20 08:14:48,ENTREGADA,9,734,2177051.6,2024-10-26,2024-10-21 03:14:48,IDEMP-000000000248
249,OC-000000000249,30,2024-12-23 08:57:01,ENTREGADA,7,710,1844540.56,2025-01-01,2024-12-23 20:57:01,IDEMP-000000000249
250,OC-000000000250,1,2024-06-13 10:19:10,ENTREGADA,7,694,3857846.4,2024-06-23,2024-06-13 14:19:10,IDEMP-000000000250
251,OC-000000000251,4,2024-09-29 09:56:49,ENTREGADA,8,528,1976865.79,2024-10-02,2024-09-30 04:56:49,IDEMP-000000000251
252,OC-000000000252,7,2024-08-16 19:44:26,ENTREGADA,10,625,2195875.1,2024-08-23,2024-08-17 12:44:26,IDEMP-000000000252
253,OC-000000000253,1,2024-12-27 10:34:56,ENTREGADA,9,981,4282397.99,2024-12-29,2024-12-28 06:34:56,IDEMP-000000000253
254,OC-000000000254,2,2025-11-06 01:14:48,ENTREGADA,7,356,3578182.32,2025-11-11,2025-11-06 07:14:48,IDEMP-000000000254
255,OC-000000000255,72,2024-09-28 03:33:30,ENTREGADA,10,6,2455783.08,2024-10-04,2024-09-28 12:33:30,IDEMP-000000000255
256,OC-000000000256,39,2024-12-20 10:21:43,ENTREGADA,4,950,602672.56,2024-12-25,2024-12-21 09:21:43,IDEMP-000000000256
257,OC-000000000257,4,2024-12-06 10:34:29,ENTREGADA,4,911,2984078.75,2024-12-07,2024-12-06 12:34:29,IDEMP-000000000257
258,OC-000000000258,4,2025-05-02 09:29:38,CONFIRMADA,9,331,3352773.27,2025-05-08,,IDEMP-000000000258
259,OC-000000000259,15,2024-02-17 22:30:43,ENTREGADA,4,380,299359.17,2024-02-19,2024-02-18 12:30:43,IDEMP-000000000259
260,OC-000000000260,42,2024-10-26 09:03:45,ENTREGADA,9,785,3118041.94,2024-10-29,2024-10-26 22:03:45,IDEMP-000000000260
261,OC-000000000261,1,2024-04-29 10:23:53,PENDIENTE,10,451,4148552.43,2024-05-07,,IDEMP-000000000261
262,OC-000000000262,70,2024-03-15 10:06:09,ENTREGADA,6,922,340388.89,2024-03-16,2024-03-16 06:06:09,IDEMP-000000000262
263,OC-000000000263,1,2024-09-10 11:59:37,ENTREGADA,10,623,2995547.34,2024-09-14,2024-09-11 11:59:37,IDEMP-000000000263
264,OC-000000000264,1,2025-10-01 09:50:09,ENTREGADA,1,599,4346664.57,2025-10-08,2025-10-01 11:50:09,IDEMP-000000000264
265,OC-000000000265,18,2024-09-15 10:38:33,PENDIENTE,8,173,1452951.79,2024-09-22,,IDEMP-000000000265
266,OC-000000000266,6,2024-04-28 03:56:45,PENDIENTE,4,390,562712.13,2024-05-02,,IDEMP-000000000266
267,OC-000000000267,1,2024-11-27 11:13:11,ENTREGADA,7,339,4379568.79,2024-12-01,2024-11-27 13:13:11,IDEMP-000000000267
268,OC-000000000268,3,2024-07-11 13:02:41,ENTREGADA,8,19,3892761.29,2024-07-19,2024-07-12 10:02:41,IDEMP-000000000268
269,OC-000000000269,9,2025-08-24 09:49:13,ENTREGADA,8,454,1091143.65,2025-09-02,2025-08-25 06:49:13,IDEMP-000000000269
270,OC-000000000270,2,2025-03-09 10:03:23,CONFIRMADA,3,105,2018670.28,2025-03-18,,IDEMP-000000000270
271,OC-000000000271,53,2025-10-04 08:24:34,ENTREGADA,10,219,4146471.27,2025-10-08,2025-10-04 22:24:34,IDEMP-000000000271
272,OC-000000000272,33,2024-10-11 10:02:43,ENTREGADA,1,586,830652.55,2024-10-13,2024-10-11 12:02:43,IDEMP-000000000272
273,OC-000000000273,5,2024-02-22 10:28:38,ENTREGADA,7,225,4824513.86,2024-02-28,2024-02-22 20:28:38,IDEMP-000000000273
274,OC-000000000274,5,2025-09-24 09:57:09,ENTREGADA,1,210,2977896.46,2025-09-25,2025-09-25 04:57:09,IDEMP-000000000274
275,OC-000000000275,13,2024-08-28 08:05:54,CONFIRMADA,10,256,427940.03,2024-09-03,,IDEMP-000000000275
276,OC-000000000276,3,2025-10-31 03:09:55,CANCELADA,8,278,4832174.59,2025-11-01,,IDEMP-000000000276
277,OC-000000000277,59,2025-01-30 22:49:18,CONFIRMADA,1,157,1816505.8,2025-02-07,,IDEMP-000000000277
278,OC-000000000278,1,2025-11-28 08:56:04,CONFIRMADA,2,663,932146.96,2025-12-05,,IDEMP-000000000278
279,OC-000000000279,5,2024-03-05 10:42:22,CONFIRMADA,7,832,716807.94,2024-03-06,,IDEMP-000000000279
280,OC-000000000280,1,2024-01-23 09:28:58,CANCELADA,10,9,2288913.9,2024-01-28,,IDEMP-000000000280
281,OC-000000000281,3,2024-01-08 23:13:35,CONFIRMADA,3,718,139439.96,2024-01-14,,IDEMP-000000000281
282,OC-000000000282,26,2024-03-09 10:08:06,CONFIRMADA,5,742,4936769.48,2024-03-13,,IDEMP-000000000282
283,OC-000000000283,4,2024-08-02 08:56:48,ENTREGADA,1,941,659105.83,2024-08-10,2024-08-02 20:56:48,IDEMP-000000000283
284,OC-000000000284,7,2025-10-07 10:15:07,ENTREGADA,8,356,3446678.35,2025-10-10,2025-10-07 18:15:07,IDEMP-000000000284
285,OC-000000000285,1,2024-03-19 21:11:28,ENTREGADA,5,940,2047408.97,2024-03-22,2024-03-20 08:11:28,IDEMP-000000000285
286,OC-000000000286,2,2024-09-03 09:11:56,PENDIENTE,1,899,4625955.69,2024-09-12,,IDEMP-000000000286
287,OC-000000000287,2,2025-04-28 09:02:35,ENTREGADA,10,655,110974.8,2025-05-02,2025-04-28 18:02:35,IDEMP-000000000287
288,OC-000000000288,71,2024-02-07 08:44:30,ENTREGADA,6,438,2367564.81,2024-02-10,2024-02-08 03:44:30,IDEMP-000000000288
289,OC-000000000289,1,2025-10-12 10:29:35,CONFIRMADA,7,677,2701807.79,2025-10-22,,IDEMP-000000000289
290,OC-000000000290,2,2024-07-28 10:09:06,ENTREGADA,3,983,3093998.61,2024-08-05,2024-07-28 21:09:06,IDEMP-000000000290
291,OC-000000000291,1,2025-01-20 10:23:30,ENTREGADA,10,847,87455.73,2025-01-25,2025-01-21 08:23:30,IDEMP-000000000291
292,OC-000000000292,76,2025-06-18 08:41:59,CONFIRMADA,4,969,1007535.7,2025-06-24,,IDEMP-000000000292
293,OC-000000000293,45,2024-04-27 10:21:27,ENTREGADA,2,904,494934.49,2024-05-01,2024-04-27 23:21:27,IDEMP-000000000293
294,OC-000000000294,13,2025-03-25 09:23:56,CONFIRMADA,5,493,4692843.96,2025-03-28,,IDEMP-000000000294
295,OC-000000000295,10,2024-02-14 05:07:42,ENTREGADA,7,623,1834525.13,2024-02-16,2024-02-15 04:07:42,IDEMP-000000000295
296,OC-000000000296,15,2024-12-25 14:58:21,ENTREGADA,8,826,1196861.93,2025-01-01,2024-12-25 23:58:21,IDEMP-000000000296
297,OC-000000000297,10,2025-01-07 09:32:53,ENTREGADA,7,339,1993918.27,2025-01-16,2025-01-08 07:32:53,IDEMP-000000000297
298,OC-000000000298,1,2024-11-24 22:00:45,ENTREGADA,9,175,1231538.07,2024-11-28,2024-11-25 12:00:45,IDEMP-000000000298
299,OC-000000000299,3,2024-10-23 09:06:44,CONFIRMADA,7,660,3358649.83,2024-11-01,,IDEMP-000000000299
300,OC-000000000300,5,2024-11-24 08:41:07,PENDIENTE,7,782,3559018.48,2024-11-27,,IDEMP-000000000300
301,OC-000000000301,2,2025-07-30 10:00:12,ENTREGADA,7,17,3323613.9,2025-08-06,2025-07-31 08:00:12,IDEMP-000000000301
302,OC-000000000302,6,2024-01-19 14:43:00,CONFIRMADA,5,787,3901085.38,2024-01-28,,IDEMP-000000000302
303,OC-000000000303,2,2025-03-19 10:34:00,CONFIRMADA,1,924,2993781.36,2025-03-29,,IDEMP-000000000303
304,OC-000000000304,35,2024-01-16 10:22:48,ENTREGADA,7,556,4556963.99,2024-01-22,2024-01-16 20:22:48,IDEMP-000000000304
305,OC-000000000305,6,2024-04-17 08:25:48,CONFIRMADA,8,233,1693920.81,2024-04-27,,IDEMP-000000000305
306,OC-000000000306,32,2024-08-14 10:12:00,PENDIENTE,10,747,3928826.57,2024-08-23,,IDEMP-000000000306
307,OC-000000000307,5,2024-07-25 08:12:17,ENTREGADA,6,606,3397213.61,2024-07-27,2024-07-25 10:12:17,IDEMP-000000000307
308,OC-000000000308,1,2025-01-01 09:06:31,ENTREGADA,2,481,3088697.56,2025-01-03,2025-01-02 03:06:31,IDEMP-000000000308
309,OC-000000000309,42,2025-07-11 08:09:32,CONFIRMADA,6,649,3711255.21,2025-07-19,,IDEMP-000000000309
310,OC-000000000310,35,2024-12-14 23:53:17,ENTREGADA,10,690,1174267.72,2024-12-22,2024-12-15 02:53:17,IDEMP-000000000310
311,OC-000000000311,16,2024-04-16 09:21:42,ENTREGADA,3,128,2513182.62,2024-04-22,2024-04-16 13:21:42,IDEMP-000000000311
312,OC-000000000312,10,2025-09-18 09:09:05,ENTREGADA,4,653,4489602.83,2025-09-28,2025-09-18 17:09:05,IDEMP-000000000312
313,OC-000000000313,57,2024-07-23 10:21:09,ENTREGADA,4,865,3324598.0,2024-07-30,2024-07-23 16:21:09,IDEMP-000000000313
314,OC-000000000314,48,2025-09-17 08:57:34,ENTREGADA,5,586,2567157.24,2025-09-25,2025-09-17 18:57:34,IDEMP-000000000314
315,OC-000000000315,12,2025-12-24 08:08:49,ENTREGADA,9,860,3193267.52,2025-12-31,2025-12-24 20:08:49,IDEMP-000000000315
316,OC-000000000316,45,2025-01-13 01:44:24,ENTREGADA,6,321,3759087.11,2025-01-23,2025-01-13 10:44:24,IDEMP-000000000316
317,OC-000000000317,7,2025-08-21 10:59:21,ENTREGADA,4,900,4125285.09,2025-08-30,2025-08-22 09:59:21,IDEMP-000000000317
318,OC-000000000318,2,2024-09-27 01:50:36,ENTREGADA,9,261,3624424.37,2024-10-03,2024-09-27 12:50:36,IDEMP-000000000318
319,OC-000000000319,27,2025-03-31 10:41:27,ENTREGADA,10,683,3984994.18,2025-04-06,2025-04-01 04:41:27,IDEMP-000000000319
320,OC-000000000320,13,2025-01-25 19:13:46,ENTREGADA,7,194,2663316.47,2025-02-02,2025-01-26 00:13:46,IDEMP-000000000320
321,OC-000000000321,3,2024-03-27 10:54:39,ENTREGADA,4,968,3874777.82,2024-04-01,2024-03-27 20:54:39,IDEMP-000000000321
322,OC-000000000322,1,2025-06-12 22:52:10,PENDIENTE,7,558,2138813.42,2025-06-19,,IDEMP-000000000322
323,OC-000000000323,43,2025-03-22 10:40:17,ENTREGADA,4,919,458414.53,2025-03-23,2025-03-22 19:40:17,IDEMP-000000000323
324,OC-000000000324,3,2025-11-10 02:40:50,ENTREGADA,9,28,1549483.13,2025-11-20,2025-11-10 19:40:50,IDEMP-000000000324
325,OC-000000000325,4,2024-08-28 09:14:05,ENTREGADA,10,537,2873259.42,2024-09-02,2024-08-29 09:14:05,IDEMP-000000000325
326,OC-000000000326,60,2024-09-02 15:18:12,CONFIRMADA,5,435,2238048.47,2024-09-07,,IDEMP-000000000326
327,OC-000000000327,1,2024-01-10 08:27:32,PENDIENTE,2,893,1554963.67,2024-01-20,,IDEMP-000000000327
328,OC-000000000328,1,2025-02-18 09:29:07,ENTREGADA,6,267,1174655.8,2025-02-20,2025-02-19 01:29:07,IDEMP-000000000328
329,OC-000000000329,3,2025-02-15 10:35:19,ENTREGADA,1,157,3386613.9,2025-02-21,2025-02-16 00:35:19,IDEMP-000000000329
330,OC-000000000330,1,2024-12-14 08:31:20,ENTREGADA,4,212,1283424.62,2024-12-17,2024-12-14 16:31:20,IDEMP-000000000330
331,OC-000000000331,2,2024-01-05 04:45:48,ENTREGADA,6,461,1420764.4,2024-01-13,2024-01-05 06:45:48,IDEMP-000000000331
332,OC-000000000332,74,2025-08-18 10:55:47,ENTREGADA,2,789,291925.84,2025-08-23,2025-08-18 22:55:47,IDEMP-000000000332
333,OC-000000000333,27,2024-09-08 09:53:54,CONFIRMADA,8,739,393374.52,2024-09-15,,IDEMP-000000000333
334,OC-000000000334,12,2025-09-06 09:05:30,ENTREGADA,5,543,905294.7,2025-09-15,2025-09-07 09:05:30,IDEMP-000000000334
335,OC-000000000335,5,2024-11-20 09:49:52,ENTREGADA,5,484,1181211.37,2024-11-29,2024-11-21 02:49:52,IDEMP-000000000335
336,OC-000000000336,11,2025-06-16 02:39:52,ENTREGADA,9,770,2783089.78,2025-06-24,2025-06-16 10:39:52,IDEMP-000000000336
337,OC-000000000337,2,2025-05-31 08:57:40,PENDIENTE,10,168,2246566.71,2025-06-01,,IDEMP-000000000337
338,OC-000000000338,5,2025-11-12 09:49:06,ENTREGADA,3,235,1109975.67,2025-11-17,2025-11-12 19:49:06,IDEMP-000000000338
339,OC-000000000339,93,2024-05-06 10:38:47,CONFIRMADA,6,448,4798785.16,2024-05-10,,IDEMP-000000000339
340,OC-000000000340,75,2024-01-07 17:02:33,PENDIENTE,6,74,753097.87,2024-01-10,,IDEMP-000000000340
341,OC-000000000341,23,2024-04-05 10:24:17,ENTREGADA,6,480,2101956.13,2024-04-11,2024-04-06 07:24:17,IDEMP-000000000341
342,OC-000000000342,1,2024-12-03 09:53:49,ENTREGADA,10,495,4910311.19,2024-12-05,2024-12-03 23:53:49,IDEMP-000000000342
343,OC-000000000343,1,2024-08-21 08:56:30,ENTREGADA,2,778,2980744.81,2024-08-26,2024-08-21 15:56:30,IDEMP-000000000343
344,OC-000000000344,4,2024-02-21 22:49:54,ENTREGADA,5,27,4974510.15,2024-02-25,2024-02-22 14:49:54,IDEMP-000000000344
345,OC-000000000345,1,2024-07-02 10:28:23,ENTREGADA,3,2,1335592.58,2024-07-10,2024-07-02 21:28:23,IDEMP-000000000345
346,OC-000000000346,1,2025-09-29 09:44:37,ENTREGADA,3,78,2013160.92,2025-09-30,2025-09-30 08:44:37,IDEMP-000000000346
347,OC-000000000347,4,2025-10-02 09:33:25,ENTREGADA,5,676,2158377.37,2025-10-12,2025-10-02 20:33:25,IDEMP-000000000347
348,OC-000000000348,1,2025-07-17 09:34:05,CONFIRMADA,3,85,161057.35,2025-07-20,,IDEMP-000000000348
349,OC-000000000349,14,2024-04-13 14:35:05,ENTREGADA,3,432,3044137.16,2024-04-18,2024-04-14 06:35:05,IDEMP-000000000349
350,OC-000000000350,1,2025-11-19 09:33:59,ENTREGADA,6,965,1111309.27,2025-11-20,2025-11-19 23:33:59,IDEMP-000000000350
351,OC-000000000351,4,2024-02-09 17:16:48,ENTREGADA,1,325,4741570.74,2024-02-19,2024-02-10 01:16:48,IDEMP-000000000351
352,OC-000000000352,3,2024-10-30 15:09:53,ENTREGADA,4,463,4846260.01,2024-11-02,2024-10-31 10:09:53,IDEMP-000000000352
353,OC-000000000353,6,2025-04-26 16:27:05,ENTREGADA,8,908,927196.8,2025-04-28,2025-04-26 23:27:05,IDEMP-000000000353
354,OC-000000000354,2,2024-08-22 09:30:43,ENTREGADA,7,631,4882675.38,2024-08-28,2024-08-23 05:30:43,IDEMP-000000000354
355,OC-000000000355,1,2025-08-04 10:48:25,ENTREGADA,4,153,2453333.61,2025-08-12,2025-08-05 10:48:25,IDEMP-000000000355
356,OC-000000000356,67,2024-03-08 09:06:17,ENTREGADA,3,28,1254272.13,2024-03-16,2024-03-08 23:06:17,IDEMP-000000000356
357,OC-000000000357,1,2024-08-31 08:57:58,ENTREGADA,5,806,357663.7,2024-09-10,2024-09-01 04:57:58,IDEMP-000000000357
358,OC-000000000358,3,2025-04-25 09:01:22,ENTREGADA,6,750,2510540.98,2025-05-01,2025-04-25 13:01:22,IDEMP-000000000358
359,OC-000000000359,1,2024-09-27 10:43:38,ENTREGADA,5,239,283625.04,2024-10-03,2024-09-27 17:43:38,IDEMP-000000000359
360,OC-000000000360,60,2025-01-08 07:11:07,ENTREGADA,5,798,521818.39,2025-01-18,2025-01-08 23:11:07,IDEMP-000000000360
361,OC-000000000361,6,2025-03-01 10:19:10,ENTREGADA,4,690,1233966.04,2025-03-10,2025-03-01 22:19:10,IDEMP-000000000361
362,OC-000000000362,2,2024-07-10 09:11:20,ENTREGADA,4,934,4731420.44,2024-07-13,2024-07-10 10:11:20,IDEMP-000000000362
363,OC-000000000363,50,2024-08-03 09:19:11,ENTREGADA,9,87,4936917.54,2024-08-08,2024-08-04 06:19:11,IDEMP-000000000363
364,OC-000000000364,15,2024-11-28 18:23:17,ENTREGADA,10,264,3089621.7,2024-12-08,2024-11-28 19:23:17,IDEMP-000000000364
365,OC-000000000365,1,2025-12-23 08:47:01,CONFIRMADA,8,706,3404732.05,2025-12-28,,IDEMP-000000000365
366,OC-000000000366,1,2025-08-04 15:24:49,CANCELADA,3,61,2146640.98,2025-08-08,,IDEMP-000000000366
367,OC-000000000367,1,2024-05-24 03:31:15,ENTREGADA,1,220,1120269.38,2024-05-28,2024-05-24 19:31:15,IDEMP-000000000367
368,OC-000000000368,1,2025-07-30 09:17:58,ENTREGADA,4,334,2074550.7,2025-08-04,2025-07-30 21:17:58,IDEMP-000000000368
369,OC-000000000369,1,2024-09-17 18:01:03,ENTREGADA,8,124,4679337.96,2024-09-19,2024-09-18 05:01:03,IDEMP-000000000369
370,OC-000000000370,8,2025-07-28 06:58:39,ENTREGADA,10,257,2670984.42,2025-07-31,2025-07-28 13:58:39,IDEMP-000000000370
371,OC-000000000371,4,2025-05-12 09:06:45,CANCELADA,5,423,4521654.1,2025-05-21,,IDEMP-000000000371
372,OC-000000000372,2,2025-06-08 09:36:17,ENTREGADA,6,42,4091940.91,2025-06-11,2025-06-08 17:36:17,IDEMP-000000000372
373,OC-000000000373,2,2025-03-02 08:03:48,ENTREGADA,1,132,1886541.75,2025-03-07,2025-03-02 09:03:48,IDEMP-000000000373
374,OC-000000000374,3,2025-06-19 10:37:54,PENDIENTE,1,690,745649.29,2025-06-22,,IDEMP-000000000374
375,OC-000000000375,1,2025-07-03 03:00:38,PENDIENTE,6,76,951325.38,2025-07-10,,IDEMP-000000000375
376,OC-000000000376,6,2025-08-26 07:41:36,ENTREGADA,7,148,3772982.5,2025-08-28,2025-08-27 00:41:36,IDEMP-000000000376
377,OC-000000000377,2,2024-01-15 08:03:35,ENTREGADA,4,718,2716550.32,2024-01-17,2024-01-15 13:03:35,IDEMP-000000000377
378,OC-000000000378,2,2025-04-16 14:22:35,ENTREGADA,1,248,1797533.71,2025-04-17,2025-04-17 12:22:35,IDEMP-000000000378
379,OC-000000000379,3,2024-11-02 08:17:15,ENTREGADA,2,330,4349360.83,2024-11-12,2024-11-02 19:17:15,IDEMP-000000000379
380,OC-000000000380,1,2024-08-02 08:58:52,ENTREGADA,8,714,4613416.48,2024-08-03,2024-08-02 22:58:52,IDEMP-000000000380
381,OC-000000000381,4,2024-11-23 08:10:01,CONFIRMADA,10,258,2047051.26,2024-11-27,,IDEMP-000000000381
382,OC-000000000382,4,2024-04-25 08:47:54,CANCELADA,10,930,2999219.95,2024-05-05,,IDEMP-000000000382
383,OC-000000000383,1,2025-01-23 19:37:02,ENTREGADA,6,712,1364611.29,2025-01-25,2025-01-24 03:37:02,IDEMP-000000000383
384,OC-000000000384,3,2024-05-06 09:18:47,ENTREGADA,2,127,3637816.41,2024-05-10,2024-05-07 03:18:47,IDEMP-000000000384
385,OC-000000000385,2,2024-09-06 08:47:06,ENTREGADA,7,493,3309135.05,2024-09-08,2024-09-07 08:47:06,IDEMP-000000000385
386,OC-000000000386,2,2025-03-05 09:59:22,CANCELADA,6,847,1350495.15,2025-03-08,,IDEMP-000000000386
387,OC-000000000387,1,2025-03-09 08:04:09,CONFIRMADA,6,310,2035771.41,2025-03-14,,IDEMP-000000000387
388,OC-000000000388,13,2025-10-04 09:07:31,ENTREGADA,2,693,1206342.54,2025-10-05,2025-10-04 13:07:31,IDEMP-000000000388
389,OC-000000000389,43,2024-02-10 10:44:47,ENTREGADA,10,33,2092443.8,2024-02-17,2024-02-10 11:44:47,IDEMP-000000000389
390,OC-000000000390,67,2024-09-15 10:52:23,ENTREGADA,10,505,2063976.16,2024-09-16,2024-09-15 12:52:23,IDEMP-000000000390
391,OC-000000000391,12,2024-02-05 15:15:11,ENTREGADA,10,653,54449.15,2024-02-11,2024-02-06 02:15:11,IDEMP-000000000391
392,OC-000000000392,59,2024-03-14 09:44:34,CONFIRMADA,5,585,521718.06,2024-03-19,,IDEMP-000000000392
393,OC-000000000393,3,2025-03-29 09:34:56,ENTREGADA,7,195,2040550.12,2025-03-31,2025-03-29 13:34:56,IDEMP-000000000393
394,OC-000000000394,8,2025-12-12 05:31:47,ENTREGADA,6,452,4275921.99,2025-12-20,2025-12-12 12:31:47,IDEMP-000000000394
395,OC-000000000395,1,2025-07-22 08:35:11,ENTREGADA,5,504,1037917.88,2025-07-26,2025-07-22 13:35:11,IDEMP-000000000395
