id,orden_id,numero_linea,sku_id,cantidad,precio_unitario,cantidad_recibida,fecha_recepcion
773,155,3,25,87,499359.45,56,
774,155,4,10,69,410356.52,40,
775,155,5,23,33,100472.47,7,
776,156,1,43,9,399471.81,8,
777,156,2,47,27,165111.67,22,
778,156,3,9,49,157764.5,47,
779,156,4,44,69,118012.15,4,
780,156,5,1,36,244213.08,6,
781,157,1,4,3,357562.39,2,
782,157,2,5,26,314867.68,10,
783,157,3,39,28,471857.11,24,
784,157,4,7,43,174222.98,26,
785,157,5,9,89,4035.56,75,
786,158,1,15,1,48942.98,0,
787,158,2,1,55,201186.88,51,
788,158,3,27,56,286582.25,15,
789,158,4,46,22,239884.56,20,
790,158,5,19,55,269092.2,54,
791,159,1,4,70,371653.97,25,
792,159,2,1,81,135826.08,35,
793,159,3,21,3,230413.69,0,
794,159,4,13,67,390050.29,56,
795,159,5,12,71,276506.21,32,
796,160,1,39,61,204589.13,38,
797,160,2,49,80,121864.6,8,
798,160,3,13,58,149335.99,18,
799,160,4,19,98,186754.57,71,
800,160,5,23,9,480922.52,9,
801,161,1,8,42,489028.64,16,
802,161,2,1,36,174789.95,3,
803,161,3,8,10,439732.53,4,
804,161,4,49,11,161251.08,9,
805,161,5,15,92,196841.99,49,
806,162,1,20,31,310748.18,12,
807,162,2,45,44,1023.37,23,
808,162,3,41,77,383123.39,15,
809,162,4,2,13,438978.93,6,
810,162,5,48,99,430473.87,96,
811,163,1,42,91,462805.01,52,
812,163,2,16,76,244666.37,31,
813,163,3,9,56,279241.17,47,
814,163,4,1,30,177161.73,6,
815,163,5,18,42,368894.83,17,
816,164,1,46,63,103338.33,30,
817,164,2,17,88,328951.63,36,
818,164,3,10,57,362150.98,50,
819,164,4,31,29,186587.17,27,
820,164,5,14,15,176844.82,14,
821,165,1,36,18,499627.06,2,
822,165,2,5,56,295180.42,31,
823,165,3,40,7,286689.92,5,
824,165,4,23,26,106825.82,12,
825,165,5,19,40,360632.73,38,
826,166,1,35,56,196680.51,36,
827,166,2,39,26,434205.22,9,
828,166,3,50,31,347543.54,25,
829,166,4,45,71,487521.0,67,
830,166,5,45,96,73645.3,68,
831,167,1,27,28,182386.78,23,
832,167,2,38,95,6113.94,38,
833,167,3,6,54,138691.87,5,
834,167,4,13,94,478874.01,21,
835,167,5,40,52,268286.32,20,
836,168,1,9,73,63631.58,1,
837,168,2,24,13,89658.79,9,
838,168,3,27,54,457872.83,23,
839,168,4,22,100,302868.6,56,
840,168,5,11,14,253452.05,4,
841,169,1,42,57,246862.4,1,
842,169,2,25,51,468338.96,37,
843,169,3,13,28,289508.23,19,
844,169,4,42,56,5149.37,43,
845,169,5,5,56,211463.11,54,
846,170,1,45,56,177025.01,53,
847,170,2,23,70,174872.37,42,
848,170,3,40,50,212329.37,42,
849,170,4,32,42,261126.47,10,
850,170,5,38,5,193444.69,1,
851,171,1,4,32,197038.31,1,
852,171,2,4,62,265776.7,40,
853,171,3,29,50,377938.38,23,
854,171,4,1,16,451432.93,6,
855,171,5,13,27,280854.66,20,
856,172,1,49,89,392327.15,79,
857,172,2,49,1,210419.63,1,
858,172,3,37,23,475468.45,6,
859,172,4,39,61,30046.09,12,
860,172,5,32,69,379875.27,36,
861,173,1,39,79,92449.56,3,
862,173,2,40,16,440170.01,11,
863,173,3,12,93,205638.18,25,
864,173,4,28,49,48594.92,20,
865,173,5,13,3,33694.26,2,
866,174,1,47,53,36792.09,3,
867,174,2,9,97,201391.43,74,
868,174,3,42,88,361612.08,26,
869,174,4,28,89,206658.71,69,
870,174,5,7,93,303384.4,38,
871,175,1,3,94,314387.69,42,
872,175,2,44,40,242525.36,23,
873,175,3,14,11,249913.76,11,
874,175,4,33,24,264141.78,13,
875,175,5,44,37,143232.14,10,
876,176,1,38,84,138902.98,61,
877,176,2,22,20,339939.98,9,
878,176,3,40,29,304507.21,2,
879,176,4,32,58,323401.67,38,
880,176,5,20,65,452319.66,63,
881,177,1,50,13,165672.28,4,
882,177,2,42,19,325660.35,5,
883,177,3,34,50,258161.18,14,
884,177,4,28,60,314122.63,41,
885,177,5,50,78,128441.69,19,
886,178,1,31,80,155430.19,71,
887,178,2,21,29,106749.05,11,
888,178,3,50,93,196923.97,67,
889,178,4,27,49,211752.85,19,
890,178,5,25,46,466037.05,44,
891,179,1,7,39,67517.42,9,
892,179,2,17,7,457613.63,0,
893,179,3,45,38,82391.72,7,
894,179,4,30,47,127823.33,30,
895,179,5,24,36,476315.3,19,
896,180,1,37,92,176192.89,77,
897,180,2,29,33,166125.13,30,
898,180,3,12,1,377697.67,0,
899,180,4,1,54,405391.79,38,
900,180,5,35,11,192176.94,7,
901,181,1,46,98,236447.3,70,
902,181,2,18,37,473263.59,18,
903,181,3,18,20,303658.1,18,
904,181,4,19,76,475069.35,7,
905,181,5,8,20,272364.68,13,
906,182,1,43,67,200471.71,15,
907,182,2,23,15,462326.69,9,
908,182,3,14,56,175992.0,24,
909,182,4,6,50,291831.62,43,
910,182,5,6,59,316404.94,2,
911,183,1,15,49,294834.07,28,
912,183,2,32,83,4400.56,63,
913,183,3,3,73,214247.4,55,
914,183,4,30,49,138887.79,37,
915,183,5,45,36,103703.19,27,
916,184,1,44,26,480604.32,4,
917,184,2,44,64,378715.43,19,
918,184,3,3,37,125276.26,29,
919,184,4,21,39,473792.73,30,
920,184,5,31,21,102290.32,19,
921,185,1,13,48,462619.44,19,
922,185,2,31,50,55057.96,30,
923,185,3,42,2,361961.81,1,
924,185,4,11,73,122519.78,62,
925,185,5,44,93,127362.16,91,
926,186,1,16,90,303146.21,14,
927,186,2,12,3,357758.97,3,
928,186,3,20,19,23895.28,4,
929,186,4,50,33,272601.69,30,
930,186,5,49,73,391460.1,12,
931,187,1,48,6,140634.95,0,
932,187,2,44,16,34665.07,7,
933,187,3,38,98,363156.32,57,
934,187,4,16,55,328135.64,32,
935,187,5,7,50,225290.67,42,
936,188,1,41,42,55489.38,5,
937,188,2,32,66,474811.52,7,
938,188,3,6,41,268079.97,4,
939,188,4,43,61,218344.8,6,
940,188,5,25,77,495339.41,22,
941,189,1,24,98,405617.24,27,
942,189,2,29,16,336580.57,10,
943,189,3,16,76,453404.13,17,
944,189,4,23,14,20644.5,7,
945,189,5,12,82,73726.81,58,
946,190,1,9,9,72998.09,4,
947,190,2,1,26,26027.53,14,
948,190,3,28,25,210742.97,1,
949,190,4,45,93,342770.79,0,
950,190,5,49,15,427001.84,11,
951,191,1,44,96,46337.38,78,
952,191,2,17,91,199388.37,39,
953,191,3,13,70,55559.07,69,
954,191,4,13,6,499621.82,5,
955,191,5,17,41,368123.9,9,
956,192,1,34,81,412281.45,60,
957,192,2,33,53,364658.52,48,
958,192,3,20,77,220687.78,50,
959,192,4,21,81,170397.12,36,
960,192,5,39,39,113012.69,8,
961,193,1,42,19,452265.62,13,
962,193,2,25,35,129177.4,29,
963,193,3,13,91,104566.91,24,
964,193,4,18,67,187216.33,23,
965,193,5,11,96,213298.87,18,
966,194,1,7,38,352242.12,13,
967,194,2,40,59,139228.41,42,
968,194,3,24,83,291888.5,36,
969,194,4,31,78,361134.56,4,
970,194,5,38,82,490468.52,7,
971,195,1,26,6,78067.37,2,
972,195,2,50,49,361249.99,47,
973,195,3,11,15,168967.74,15,
974,195,4,33,71,402926.03,65,
975,195,5,29,75,110607.13,19,
976,196,1,24,53,266405.62,7,
977,196,2,28,10,51765.3,0,
978,196,3,14,38,431622.33,4,
979,196,4,33,87,185611.04,83,
980,196,5,36,3,22884.62,1,
981,197,1,38,70,366993.28,33,
982,197,2,3,58,428080.49,39,
983,197,3,2,66,194019.11,64,
984,197,4,31,20,62681.77,5,
985,197,5,8,73,343909.04,3,
986,198,1,12,15,289211.0,1,
987,198,2,5,66,164416.29,32,
988,198,3,11,67,463298.31,15,
989,198,4,1,76,495802.38,38,
990,198,5,8,87,433774.88,74,
991,199,1,13,53,426238.15,35,
992,199,2,31,32,225330.51,22,
993,199,3,21,71,461350.34,60,
994,199,4,8,21,126667.44,1,
995,199,5,4,89,316964.2,41,
996,200,1,31,42,158502.97,1,
997,200,2,29,86,308265.25,50,
998,200,3,41,58,411182.74,55,
999,200,4,1,64,376820.93,27,
1000,200,5,31,71,172190.17,32,
1001,201,1,25,87,475741.58,29,
1002,201,2,41,72,111899.45,47,
1003,201,3,28,19,374334.33,4,
1004,201,4,26,59,80006.44,35,
1005,201,5,20,27,113798.24,4,
1006,202,1,3,76,85543.06,24,
1007,202,2,45,25,467861.88,21,
1008,202,3,8,97,479887.0,73,
1009,202,4,25,5,169974.27,2,
1010,202,5,25,71,262272.31,28,
1011,203,1,20,41,427397.27,26,
1012,203,2,9,29,353985.99,7,
1013,203,3,46,4,206283.95,1,
1014,203,4,37,26,129060.94,17,
1015,203,5,10,34,275895.43,26,
1016,204,1,31,88,499564.06,73,
1017,204,2,31,59,453529.67,20,
1018,204,3,9,35,411769.18,14,
1019,204,4,38,46,468732.69,43,
1020,204,5,49,65,170730.1,62,
1021,205,1,35,80,404725.82,34,
1022,205,2,9,36,304226.81,30,
1023,205,3,6,8,368788.15,2,
1024,205,4,45,83,484027.11,74,
1025,205,5,25,88,490216.05,67,
1026,206,1,30,61,136779.95,49,
1027,206,2,48,26,152018.43,10,
1028,206,3,21,51,29744.97,25,
1029,206,4,14,1,137884.43,0,
1030,206,5,9,81,273965.3,80,
1031,207,1,46,97,317833.8,77,
1032,207,2,26,93,21655.74,15,
1033,207,3,4,52,248688.05,48,
1034,207,4,45,28,70803.73,25,
1035,207,5,32,85,123285.41,20,
1036,208,1,50,74,400327.06,57,
1037,208,2,32,85,498805.14,8,
1038,208,3,42,34,171101.12,6,
1039,208,4,23,54,201539.8,23,
1040,208,5,12,30,265049.49,8,
1041,209,1,23,33,366536.55,24,
1042,209,2,48,1,77608.36,1,
1043,209,3,27,12,70274.94,12,
1044,209,4,23,96,289628.27,36,
1045,209,5,18,10,53465.72,8,
1046,210,1,8,16,462928.39,8,
1047,210,2,6,10,138656.97,8,
1048,210,3,14,33,413829.64,8,
1049,210,4,22,98,284637.57,48,
1050,210,5,18,99,193636.22,79,
1051,211,1,19,81,286443.43,32,
1052,211,2,9,76,353838.29,51,
1053,211,3,25,33,346170.3,21,
1054,211,4,13,29,381829.19,23,
1055,211,5,29,39,169142.64,34,
1056,212,1,23,19,498605.78,0,
1057,212,2,49,27,322233.0,22,
1058,212,3,26,7,28847.51,6,
1059,212,4,20,48,21024.59,1,
1060,212,5,2,18,267390.05,0,
1061,213,1,42,10,300372.74,4,
1062,213,2,26,78,489211.43,52,
1063,213,3,38,35,178468.25,32,
1064,213,4,19,93,360836.48,20,
1065,213,5,39,30,276840.02,0,
1066,214,1,35,23,179579.53,12,
1067,214,2,30,39,163246.52,14,
1068,214,3,27,84,173529.71,22,
1069,214,4,40,59,405197.82,36,
1070,214,5,1,27,53470.68,15,
1071,215,1,30,91,476053.63,1,
1072,215,2,35,38,47150.89,16,
1073,215,3,33,14,48588.77,4,
1074,215,4,21,30,96125.83,26,
1075,215,5,3,33,438424.21,31,
1076,216,1,40,44,196201.46,2,
1077,216,2,15,5,45643.35,3,
1078,216,3,18,62,340264.63,45,
1079,216,4,7,76,13544.79,50,
1080,216,5,21,39,160556.28,31,
1081,217,1,14,54,297827.87,39,
1082,217,2,14,54,58911.98,5,
1083,217,3,22,70,299814.65,62,
1084,217,4,39,38,347317.59,23,
1085,217,5,11,1,57363.12,1,
1086,218,1,48,92,142690.89,14,
1087,218,2,28,13,263545.14,9,
1088,218,3,20,28,369733.5,19,
1089,218,4,31,34,422723.69,0,
1090,218,5,33,47,137699.12,36,
1091,219,1,43,71,91631.9,55,
1092,219,2,5,72,497416.86,30,
1093,219,3,43,37,151885.12,18,
1094,219,4,39,33,67989.75,24,
1095,219,5,8,43,182720.58,22,
1096,220,1,11,86,476181.03,72,
1097,220,2,9,94,117492.44,17,
1098,220,3,16,52,40357.34,18,
1099,220,4,37,5,403482.26,2,
1100,220,5,6,1,109169.3,0,
1101,221,1,15,19,470406.96,12,
1102,221,2,38,14,107402.81,10,
1103,221,3,46,13,222109.0,13,
1104,221,4,24,42,202511.94,6,
1105,221,5,42,60,379649.78,17,
1106,222,1,46,70,85781.71,40,
1107,222,2,12,76,364359.38,39,
1108,222,3,12,56,313896.05,11,
1109,222,4,2,98,105468.08,21,
1110,222,5,30,66,385895.95,47,
1111,223,1,31,61,320782.54,58,
1112,223,2,48,2,376823.74,0,
1113,223,3,27,19,289613.82,12,
1114,223,4,44,37,136570.16,24,
1115,223,5,16,47,300049.88,33,
1116,224,1,1,69,490903.08,49,
1117,224,2,33,60,397493.65,2,
1118,224,3,24,16,378807.1,9,
1119,224,4,5,11,219741.49,10,
1120,224,5,10,59,366630.54,43,
1121,225,1,41,38,315601.36,8,
1122,225,2,47,32,175812.87,26,
1123,225,3,21,2,260665.58,1,
1124,225,4,17,48,178043.24,21,
1125,225,5,32,45,190983.64,43,
1126,226,1,7,54,160459.86,33,
1127,226,2,18,44,231655.28,0,
1128,226,3,6,53,193360.8,8,
1129,226,4,18,95,232073.95,48,
1130,226,5,35,52,88237.18,17,
1131,227,1,34,3,457813.94,1,
1132,227,2,36,3,191264.11,0,
1133,227,3,9,93,85125.64,28,
1134,227,4,45,95,469114.94,60,
1135,227,5,1,19,303452.73,9,
1136,228,1,33,5,262929.42,3,
1137,228,2,40,33,58822.59,6,
1138,228,3,21,30,271262.74,12,
1139,228,4,10,33,148032.36,20,
1140,228,5,20,20,116031.73,9,
1141,229,1,50,69,277161.0,63,
1142,229,2,12,94,136330.93,68,
1143,229,3,15,93,385467.27,63,
1144,229,4,15,3,257148.14,0,
1145,229,5,16,61,293238.38,35,
1146,230,1,2,29,357220.15,1,
1147,230,2,47,60,38523.12,26,
1148,230,3,11,75,385641.61,74,
1149,230,4,39,64,408962.32,42,
1150,230,5,25,58,2180.48,5,
1151,231,1,17,6,455397.1,2,
1152,231,2,3,15,291829.88,1,
1153,231,3,5,21,96307.17,10,
1154,231,4,38,89,400281.17,22,
1155,231,5,4,5,385746.18,5,
1156,232,1,17,15,120468.36,3,
1157,232,2,27,18,395152.91,12,
1158,232,3,13,76,102374.69,29,
1159,232,4,29,45,156609.15,39,
1160,232,5,1,22,469848.65,13,
1161,233,1,4,67,2393.97,4,
1162,233,2,14,42,165807.53,13,
1163,233,3,49,96,64461.93,95,
1164,233,4,14,65,306568.8,38,
1165,233,5,17,98,171795.79,65,
1166,234,1,21,62,452199.91,29,
1167,234,2,49,8,165140.34,2,
1168,234,3,30,77,335170.74,17,
1169,234,4,15,36,324762.27,3,
1170,234,5,33,80,264967.11,75,
1171,235,1,47,48,415983.93,23,
1172,235,2,44,1,433464.64,0,
1173,235,3,26,14,24841.29,4,
1174,235,4,19,73,120352.42,61,
1175,235,5,27,28,268808.05,22,
1176,236,1,39,73,420001.62,23,
1177,236,2,31,41,396655.89,37,
1178,236,3,25,34,98373.14,7,
1179,236,4,1,9,203223.61,4,
1180,236,5,6,89,244434.21,47,
1181,237,1,16,53,489025.91,2,
1182,237,2,16,56,375110.8,1,
1183,237,3,27,92,153486.76,47,
1184,237,4,8,49,473119.41,49,
1185,237,5,12,68,343486.26,41,
1186,238,1,28,40,378179.52,6,
1187,238,2,42,43,333572.31,4,
1188,238,3,9,55,499878.73,51,
1189,238,4,30,84,450216.61,2,
1190,238,5,31,76,162450.79,38,
1191,239,1,47,100,401417.94,94,
1192,239,2,22,14,177950.84,1,
1193,239,3,11,32,154774.69,32,
1194,239,4,10,37,313261.62,29,
1195,239,5,37,51,430943.77,14,
1196,240,1,24,89,186824.84,54,
1197,240,2,11,98,403667.72,9,
1198,240,3,42,96,218512.78,8,
1199,240,4,12,97,344690.17,42,
1200,240,5,2,49,289764.24,2,
1201,241,1,48,95,164205.75,42,
1202,241,2,3,94,62453.78,14,
1203,241,3,31,46,310065.49,33,
1204,241,4,48,38,465629.55,4,
1205,241,5,26,99,268773.17,5,
1206,242,1,32,29,50929.77,29,
1207,242,2,43,98,374486.87,76,
1208,242,3,29,21,89140.5,9,
1209,242,4,17,92,408421.4,87,
1210,242,5,26,87,142629.91,26,
1211,243,1,24,12,332927.32,12,
1212,243,2,42,30,366884.02,17,
1213,243,3,31,64,33233.0,38,
1214,243,4,16,84,170356.87,32,
1215,243,5,19,85,72081.49,44,
1216,244,1,5,27,264569.22,0,
1217,244,2,42,93,270867.59,61,
1218,244,3,28,28,148568.66,17,
1219,244,4,48,83,58049.68,61,
1220,244,5,5,60,46146.66,39,
1221,245,1,12,99,173259.11,79,
1222,245,2,38,75,369900.37,6,
1223,245,3,32,94,439471.3,94,
1224,245,4,2,27,345288.72,26,
1225,245,5,24,28,49564.64,9,
1226,246,1,1,84,329972.62,60,
1227,246,2,37,17,304934.72,2,
1228,246,3,39,40,478301.26,5,
1229,246,4,17,88,459218.06,73,
1230,246,5,27,6,304260.05,1,
1231,247,1,11,29,44768.65,1,
1232,247,2,15,10,46688.46,4,
1233,247,3,2,30,188234.35,4,
1234,247,4,29,21,268706.85,13,
1235,247,5,33,25,194133.26,6,
1236,248,1,17,2,490579.09,2,
1237,248,2,44,20,395988.6,19,
1238,248,3,20,21,421091.49,18,
1239,248,4,17,81,400118.47,16,
1240,248,5,48,36,134060.58,25,
1241,249,1,21,70,131156.24,28,
1242,249,2,7,83,477922.74,75,
1243,249,3,6,17,145023.89,16,
1244,249,4,20,36,316086.1,4,
1245,249,5,20,29,34294.38,22,
1246,250,1,20,62,242037.8,57,
1247,250,2,2,74,24340.07,17,
1248,250,3,47,39,212413.98,13,
1249,250,4,23,26,216296.36,26,
1250,250,5,32,15,140683.64,10,
1251,251,1,22,38,63104.65,35,
1252,251,2,15,59,146694.36,3,
1253,251,3,47,92,149700.57,83,
1254,251,4,40,76,382590.79,4,
1255,251,5,31,58,441796.66,52,
1256,252,1,18,90,315818.25,59,
1257,252,2,9,55,426233.1,45,
1258,252,3,28,59,325840.12,30,
1259,252,4,16,70,200455.3,33,
1260,252,5,41,56,461881.8,54,
1261,253,1,2,17,27867.23,10,
1262,253,2,10,30,240167.97,17,
1263,253,3,23,37,450611.74,21,
1264,253,4,12,65,169391.3,0,
1265,253,5,4,79,370178.5,42,
1266,254,1,39,95,308551.27,14,
1267,254,2,10,100,288697.33,16,
1268,254,3,42,32,262638.2,24,
1269,254,4,44,54,213322.21,46,
1270,254,5,37,22,253249.93,2,
1271,255,1,15,81,103478.41,21,
1272,255,2,48,14,299843.02,2,
1273,255,3,44,35,144732.91,5,
1274,255,4,11,10,332802.15,10,
1275,255,5,20,24,93618.69,7,
1276,256,1,29,51,483901.92,20,
1277,256,2,11,84,374673.98,45,
1278,256,3,18,33,273026.45,13,
1279,256,4,16,20,380886.0,10,
1280,256,5,13,3,28187.45,3,
1281,257,1,33,7,139671.89,3,
1282,257,2,31,89,24990.8,52,
1283,257,3,6,54,287497.99,51,
1284,257,4,33,47,142609.52,34,
1285,257,5,15,34,347381.33,1,
1286,258,1,21,9,379192.23,9,
1287,258,2,2,56,74001.01,45,
1288,258,3,41,86,411563.44,41,
1289,258,4,50,45,110938.09,32,
1290,258,5,6,92,299623.12,91,
1291,259,1,3,10,408325.95,1,
1292,259,2,5,28,245477.14,19,
1293,259,3,9,81,214343.77,75,
1294,259,4,9,34,377259.65,33,
1295,259,5,26,65,298277.66,11,
1296,260,1,18,80,421036.97,21,
1297,260,2,30,62,267986.59,46,
1298,260,3,7,59,49891.38,54,
1299,260,4,2,92,317892.0,2,
1300,260,5,47,77,413783.39,45,
1301,261,1,3,8,377348.83,1,
1302,261,2,6,66,316782.57,27,
1303,261,3,8,98,13900.76,49,
1304,261,4,6,46,32090.94,9,
1305,261,5,38,36,276811.47,23,
1306,262,1,24,48,41119.01,22,
1307,262,2,31,91,342226.49,21,
1308,262,3,3,27,430392.71,25,
1309,262,4,43,86,257067.24,17,
1310,262,5,45,41,489978.39,5,
1311,263,1,15,81,31411.46,24,
1312,263,2,31,23,76664.43,4,
1313,263,3,14,35,394666.63,34,
1314,263,4,21,58,80153.29,19,
1315,263,5,40,95,114560.7,82,
1316,264,1,14,57,138760.45,42,
1317,264,2,30,92,233147.79,58,
1318,264,3,26,63,189861.69,39,
1319,264,4,16,83,464557.21,5,
1320,264,5,6,10,327227.44,8,
1321,265,1,41,1,436379.91,0,
1322,265,2,35,99,151822.0,84,
1323,265,3,50,63,236222.55,2,
1324,265,4,39,3,149506.14,3,
1325,265,5,29,16,374915.03,10,
1326,266,1,11,81,187960.11,51,
1327,266,2,25,77,416622.59,67,
1328,266,3,49,21,286922.42,19,
1329,266,4,50,84,412265.53,10,
1330,266,5,6,95,162932.45,21,
1331,267,1,17,32,130222.24,13,
1332,267,2,28,71,72128.11,8,
1333,267,3,42,85,364015.3,16,
1334,267,4,50,47,459234.73,15,
1335,267,5,14,19,444732.15,1,
1336,268,1,34,94,91656.16,80,
1337,268,2,6,65,148914.37,58,
1338,268,3,29,78,310679.95,57,
1339,268,4,39,70,139172.94,8,
1340,268,5,15,69,456624.65,50,
1341,269,1,24,72,255603.37,69,
1342,269,2,27,63,316714.19,2,
1343,269,3,18,82,37988.61,66,
1344,269,4,4,88,19582.11,71,
1345,269,5,17,21,25711.01,0,
1346,270,1,34,79,353520.42,13,
1347,270,2,4,64,451621.01,45,
1348,270,3,12,43,72156.73,24,
1349,270,4,14,25,250469.51,3,
1350,270,5,40,73,23271.83,39,
1351,271,1,9,43,372266.75,18,
1352,271,2,4,24,362785.79,20,
1353,271,3,2,31,279754.71,5,
1354,271,4,24,89,396195.4,23,
1355,271,5,45,45,260360.29,29,
1356,272,1,33,45,252421.15,13,
1357,272,2,22,77,380471.02,17,
1358,272,3,7,82,276230.23,19,
1359,272,4,37,80,204871.8,74,
1360,272,5,42,74,166338.38,4,
1361,273,1,24,48,117394.8,29,
1362,273,2,7,43,6768.36,3,
1363,273,3,18,17,108716.7,17,
1364,273,4,49,90,348215.19,15,
1365,273,5,44,62,454781.31,48,
1366,274,1,23,92,117269.3,91,
1367,274,2,35,45,111182.27,1,
1368,274,3,45,95,32088.38,75,
1369,274,4,47,23,351567.54,17,
1370,274,5,6,60,120107.5,8,
1371,275,1,47,22,118924.51,22,
1372,275,2,49,61,169838.39,9,
1373,275,3,46,1,98215.48,1,
1374,275,4,4,22,437865.69,21,
1375,275,5,36,47,158007.55,2,
1376,276,1,11,9,38488.84,7,
1377,276,2,48,34,189523.59,10,
1378,276,3,46,12,85675.32,12,
1379,276,4,20,3,8324.81,1,
1380,276,5,32,2,219800.45,1,
1381,277,1,28,21,435936.15,20,
1382,277,2,14,59,157291.98,29,
1383,277,3,50,21,332852.77,11,
1384,277,4,6,24,120727.05,10,
1385,277,5,4,73,352460.05,44,
1386,278,1,42,11,360978.91,11,
1387,278,2,15,92,264134.9,50,
1388,278,3,38,4,39393.05,1,
1389,278,4,2,53,424645.77,21,
1390,278,5,8,27,122221.52,27,
1391,279,1,21,29,341631.72,16,
1392,279,2,48,26,108603.59,5,
1393,279,3,6,24,215427.56,3,
1394,279,4,48,41,36689.42,8,
1395,279,5,31,54,172526.87,5,
1396,280,1,24,23,242496.26,14,
1397,280,2,1,60,294079.27,17,
1398,280,3,2,9,174067.34,9,
1399,280,4,6,19,415779.69,12,
1400,280,5,11,36,485498.52,33,
1401,281,1,8,64,338143.23,5,
1402,281,2,31,49,358621.17,32,
1403,281,3,25,11,448843.85,2,
1404,281,4,20,37,212694.6,20,
1405,281,5,10,30,230565.46,19,
1406,282,1,24,59,399898.13,13,
1407,282,2,32,30,301437.37,24,
1408,282,3,22,26,398536.4,3,
1409,282,4,19,77,104670.79,8,
1410,282,5,34,71,349619.72,17,
1411,283,1,21,72,489995.11,34,
1412,283,2,40,56,179236.95,10,
1413,283,3,31,9,468981.93,3,
1414,283,4,46,36,454048.22,8,
1415,283,5,17,36,419974.85,9,
1416,284,1,7,63,122652.6,37,
1417,284,2,44,56,222821.15,35,
1418,284,3,23,100,297656.69,54,
1419,284,4,26,38,400735.75,6,
1420,284,5,44,45,100908.61,11,
1421,285,1,33,48,422504.48,44,
1422,285,2,2,49,25058.17,27,
1423,285,3,19,22,331233.81,6,
1424,285,4,35,62,329730.79,13,
1425,285,5,7,1,403479.91,0,
1426,286,1,6,13,23017.01,7,
1427,286,2,12,84,5745.5,56,
1428,286,3,40,28,229191.32,24,
1429,286,4,16,2,466136.88,2,
1430,286,5,39,33,366012.94,26,
1431,287,1,44,49,72978.53,35,
1432,287,2,48,32,152079.45,13,
1433,287,3,4,88,163798.26,22,
1434,287,4,47,76,368036.33,64,
1435,287,5,43,64,461361.66,62,
1436,288,1,25,32,225067.7,22,
1437,288,2,44,57,134475.85,38,
1438,288,3,43,73,234506.34,25,
1439,288,4,43,63,63247.15,17,
1440,288,5,13,9,336075.95,4,
1441,289,1,41,8,432380.66,3,
1442,289,2,50,65,116154.0,8,
1443,289,3,31,37,148036.42,9,
1444,289,4,29,28,292008.12,9,
1445,289,5,11,37,51178.1,10,
1446,290,1,34,64,257609.5,12,
1447,290,2,29,15,15653.32,10,
1448,290,3,32,16,213359.66,3,
1449,290,4,22,17,469292.9,1,
1450,290,5,22,82,421433.26,45,
1451,291,1,6,14,168662.6,2,
1452,291,2,45,96,378508.97,23,
1453,291,3,23,80,95958.79,78,
1454,291,4,26,38,262583.85,1,
1455,291,5,25,25,312095.05,23,
1456,292,1,31,5,316244.46,2,
1457,292,2,4,8,395504.25,4,
1458,292,3,41,64,119720.76,15,
1459,292,4,3,94,92390.26,24,
1460,292,5,41,73,459236.94,41,
1461,293,1,40,30,279114.83,2,
1462,293,2,22,27,145422.36,8,
1463,293,3,28,63,254651.99,45,
1464,293,4,19,64,421236.32,52,
1465,293,5,14,52,194376.15,12,
1466,294,1,1,12,37769.12,10,
1467,294,2,45,87,295516.6,83,
1468,294,3,49,27,109317.29,17,
1469,294,4,18,26,401448.51,9,
1470,294,5,32,26,17441.28,13,
1471,295,1,34,44,126546.11,26,
1472,295,2,33,68,408726.67,3,
1473,295,3,25,78,281520.28,45,
1474,295,4,47,4,291980.28,0,
1475,295,5,30,1,476276.48,1,
1476,296,1,50,14,358541.96,4,
1477,296,2,42,74,281949.31,69,
1478,296,3,35,77,271330.83,19,
1479,296,4,36,82,151442.34,63,
1480,296,5,9,18,179016.94,5,
1481,297,1,28,45,114354.55,38,
1482,297,2,21,93,151833.63,11,
1483,297,3,13,84,277276.58,18,
1484,297,4,49,5,325568.95,1,
1485,297,5,6,33,140234.19,27,
1486,298,1,47,98,244645.46,77,
1487,298,2,24,57,252153.85,37,
1488,298,3,26,6,88066.23,5,
1489,298,4,39,100,46399.52,14,
1490,298,5,43,59,56189.12,8,
1491,299,1,7,25,486080.35,4,
1492,299,2,17,31,57867.22,8,
1493,299,3,37,21,431426.37,5,
1494,299,4,8,54,413957.37,40,
1495,299,5,2,84,416314.53,75,
1496,300,1,48,13,303820.25,10,
1497,300,2,50,22,35741.96,12,
1498,300,3,17,41,388491.21,15,
1499,300,4,8,83,362242.49,67,
1500,300,5,46,13,431221.55,6,
1501,301,1,28,89,200208.95,7,
1502,301,2,1,85,465520.64,69,
1503,301,3,30,95,379180.82,19,
1504,301,4,31,89,5526.58,70,
1505,301,5,27,61,370539.74,61,
1506,302,1,29,79,11205.44,55,
1507,302,2,30,2,446642.09,2,
1508,302,3,38,62,491920.18,46,
1509,302,4,38,3,124325.81,2,
1510,302,5,47,34,122868.61,7,
1511,303,1,12,36,326417.37,32,
1512,303,2,26,31,86019.78,24,
1513,303,3,8,48,135869.7,13,
1514,303,4,17,32,378080.18,32,
1515,303,5,35,42,154922.97,28,
1516,304,1,8,35,417792.56,9,
1517,304,2,41,41,142969.82,25,
1518,304,3,42,71,33256.26,55,
